,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactual1,meanest,actual
3319,CMCSA,31/12/2011,2011,3,8582,14146,0.1125,14339,2724.84,20.92,0.33,10206,-10661,-3723,0.165,0.21,0.235
3320,CMCSA,31/03/2012,2011,4,8573,13241,0.1125,15042,2705.934,23.71,0.47,14345,-12508,-6201,0.235,0.21,0.225
3321,CMCSA,30/06/2012,2012,1,9355,15632,0.1125,14878,2696.169,30.01,0.45,4393,-1349,-2457,0.225,0.24,0.25
3322,CMCSA,30/09/2012,2012,2,11354,15742,0.1625,15211,2675.826,31.97,0.5,7815,-2829,-4505,0.25,0.23,0.23
3323,CMCSA,31/12/2012,2012,3,18066,17335,0.1625,16544,2657.262,35.745,0.78,11239,510,-4470,0.23,0.27,0.26
3324,CMCSA,31/03/2013,2012,4,19991,16714,0.1625,15937,2639.492,37.36,0.56,14854,-1486,-4037,0.26,0.25,0.255
3325,CMCSA,30/06/2013,2013,1,11783,18018,0.1625,15310,2633.415,41.98,0.54,4369,-2763,-10718,0.255,0.32,0.325
3326,CMCSA,30/09/2013,2013,2,12735,18602,0.195,16270,2624.912,41.75,0.65,7685,-4960,-12287,0.325,0.31,0.325
3327,CMCSA,31/12/2013,2013,3,13407,18666,0.195,16151,2615.427,45.115,0.65,11679,-7327,-13700,0.325,0.34,0.33
3328,CMCSA,31/03/2014,2013,4,14075,18912,0.195,16926,2606.549,51.965,0.72,14160,-9514,-13879,0.33,0.32,0.34
3329,CMCSA,30/06/2014,2014,1,14043,17803,0.195,17408,2599.803,50.04,0.71,4486,-1505,-1645,0.34,0.36,0.38
3330,CMCSA,30/09/2014,2014,2,12772,17375,0.225,16844,2588.102,53.68,0.76,7547,-3888,-3848,0.38,0.35,0.365
3331,CMCSA,31/12/2014,2014,3,13936,17084,0.225,16791,2576.297,53.78,0.99,12302,-6080,-3393,0.365,0.39,0.37
3332,CMCSA,31/03/2015,2014,4,13531,17410,0.225,17732,2541.067,58.01,0.74,16945,-8733,-6020,0.37,0.37,0.405
3333,CMCSA,30/06/2015,2015,1,12921,18502,0.225,17853,2513.543,56.47,0.81,5245,-1694,-3524,0.405,0.42,0.425
3334,CMCSA,30/09/2015,2015,2,13319,17565,0.25,18743,2492.427,60.14,0.84,8834,-4236,-5022,0.425,0.4,0.4
3335,CMCSA,31/12/2015,2015,3,11501,17359,0.25,18669,2457.229,56.88,0.8,13813,-7204,-8626,0.4,0.41,0.395
3336,CMCSA,31/03/2016,2015,4,12303,18178,0.25,19245,2442.398,56.43,0.79,18778,-11964,-8429,0.395,0.4,0.435
3337,CMCSA,30/06/2016,2016,1,15180,19084,0.25,18790,2427.195,61.08,0.87,5110,-2709,932,0.435,0.41,0.415
3338,CMCSA,30/09/2016,2016,2,14777,17601,0.275,19269,2411.825,65.19,0.83,9383,-5828,-1185,0.415,0.45,0.46
3339,CMCSA,31/12/2016,2016,3,15228,18038,0.275,21319,2392.832,66.34,0.92,13497,-14152,1167,0.46,0.43,0.445
3340,CMCSA,31/03/2017,2016,4,16361,21535,0.275,21025,2375.801,69.05,0.95,19240,-18385,151,0.445,0.44,0.53
3356,DXC,30/06/2017,2016,4,3247,2950,0.14,1889,141.299,69.01,-1.05,978,-926,93,1.15,1.25,1.59
3371,CAG,31/05/2000,1999,3,6535.3,6066.7,0.2035,5876,492.246,16.375,0.26,-936.2,-694.2,1585,0.41,0.46,0.46
3372,CAG,31/08/2000,1999,4,5859.9,5465.4,0.2035,6149.8,492.212,23.0625,-0.09,691,-811.4,215.2,0.46,0.3,0.3
3373,CAG,30/11/2000,2000,1,7531.5,7199.4,0.2035,7061.5,533.135,18.3125,0.25,-1866,-985.7,2776.1,0.3,0.58,0.58
3374,CAG,28/02/2001,2000,2,8167.2,7726.1,0.2035,7232.1,536.158,25.4375,0.54,-1837.8,-1258.4,3021.3,0.58,0.19,0.19
3375,CAG,31/05/2001,2000,3,7667.4,7225.6,0.225,6379.1,536.868,19.68,0.22,-1039.4,-1411.7,2317.9,0.19,0.36,0.23
3376,CAG,31/08/2001,2000,4,7362.6,6935.6,0.225,6427.8,537.067,20.85,0.23,124.6,-1568.1,1484,0.23,0.29,0.36
3377,CAG,30/11/2001,2001,1,8040.6,7741,0.225,7607.8,537.137,22.95,0.36,-776.1,-110.5,714.4,0.36,0.43,0.44
3378,CAG,28/02/2002,2001,2,8088.6,5617.5,0.225,7363.6,536.993,22.97,0.44,-412,-250.2,489.8,0.44,0.29,0.31
3379,CAG,31/05/2002,2001,3,7501.9,5579.8,0.235,4626.8,537.035,23.41,0.31,800.8,-486,-482.2,0.31,0.33,0.36
3380,CAG,31/08/2002,2001,4,6433.9,4313.4,0.235,5874.8,537.04,24.61,0.36,2349.5,-585.8,-1803.9,0.36,0.4,0.42
3381,CAG,30/11/2002,2002,1,7439.4,4989.4,0.235,5442,536.784,26.29,0.43,-1028.8,-73.3,961.6,0.42,0.46,0.47
3382,CAG,28/02/2003,2002,2,6725.1,4768.7,0.235,4450.8,536.683,24.37,0.44,-581.8,442.9,7.2,0.47,0.3,0.3
3383,CAG,31/05/2003,2002,3,6274.8,4274.7,0.2475,3421,536.727,23.07,0.3,163.6,354.5,-598,0.3,0.41,0.42
3384,CAG,31/08/2003,2002,4,6059.6,3803.4,0.2475,3625.3,536.765,24.27,0.28,732.9,567.1,-829.3,0.42,0.38,0.23
3385,CAG,30/11/2003,2003,1,6573.7,4368.9,0.2475,3229.4,536.658,22,0.37,241.4,-63.5,-125.8,0.23,0.49,0.46
3386,CAG,29/02/2004,2003,2,5772.4,3532.2,0.2475,3804.8,536.614,24.5,0.44,184,-134.5,-651.4,0.46,0.38,0.39
3387,CAG,31/05/2004,2003,3,5482.9,3183.6,0.26,3204.5,528.208,27.19,0.4,621.6,699.7,-1416.2,0.39,0.41,0.41
3388,CAG,31/08/2004,2003,4,5149.3,3004.5,0.26,3843.1,521.195,28.12,0.32,581,684.1,-1344.6,0.41,0.27,0.28
3389,CAG,30/11/2004,2004,1,4903.4,2954,0.26,3383.2,514.287,26.2,0.26,157.6,-65.4,-331,0.28,0.46,0.47
3390,CAG,28/02/2005,2004,2,5487.1,3651.1,0.26,2365.6,514.999,27.05,0.46,462.1,51.5,-769,0.47,0.32,0.34
3391,CAG,31/05/2005,2004,3,4944.6,2924.1,0.2725,2756.3,517.752,27.32,0.32,726.1,304.7,-1630.8,0.34,0.26,0.26
3392,CAG,31/08/2005,2004,4,4523.7,2388.6,0.2725,2998.6,518.102,26.15,0.2,1108.6,301.1,-1810.7,0.26,0.23,0.31
3393,CAG,30/11/2005,2005,1,5289.9,2725.6,0.2725,2673.8,518.679,22.83,0.67,4.8,429.6,-140.6,0.31,0.38,0.38
3394,CAG,28/02/2006,2005,2,5461.1,3697.6,0.2725,3002,519.239,21.5,0.29,465.6,393.7,-379.5,0.38,0.34,0.37
3395,CAG,31/05/2006,2005,3,4770.8,2951.1,0.2725,2861.8,519.32,21.03,-0.05,722.9,355.1,-1048.4,0.37,0.29,0.32
3396,CAG,31/08/2006,2005,4,4790.3,2964.8,0.2725,2944.4,510.861,22.6,0.11,1067.3,696.8,-1640.1,0.32,0.23,0.26
3397,CAG,30/11/2006,2006,1,4944.5,2944,0.18,2688.6,509.213,23.8,0.33,381,116.1,-133.4,0.26,0.33,0.4
3398,CAG,28/02/2007,2006,2,5720,2957.2,0.18,3088.7,504.687,25.7,0.42,20.9,820.5,-369.5,0.4,0.34,0.39
3399,CAG,31/05/2007,2006,3,5584.4,3104.6,0.18,2935.4,498.068,25.21,0.38,222,687.3,-743.9,0.39,0.31,0.38
3400,CAG,31/08/2007,2006,4,5006,2680.9,0.18,3334.5,489.779,25.5,0.39,943.4,522.9,-1062.7,0.38,0.29,0.34
3401,CAG,30/11/2007,2007,1,5018.7,2727.5,0.18,2621.1,487.156,25.71,0.36,-179.1,-190.7,-67,0.34,0.42,0.5
3402,CAG,29/02/2008,2007,2,5795.3,3391.3,0.18,2951.2,487.396,25.02,0.5,-276.5,-371.9,41.3,0.5,0.39,0.63
3403,CAG,31/05/2008,2007,3,6335.1,3752.8,0.38,2955.3,487.609,22.1,0.63,-215.4,-439.8,48.2,0.63,0.36,0.44
3404,CAG,31/08/2008,2007,4,6082,3651.3,0,3078.1,484.372,23.58,0.41,102.1,-643.8,-21.8,0.44,0.24,0.27
3405,CAG,30/11/2008,2008,1,3657.7,2453.3,0.19,3056.5,447.018,21.27,0.94,-441.4,2159.6,-1593.5,0.27,0.37,0.43
3406,CAG,28/02/2009,2008,2,3840.5,2671.9,0.19,3251.7,447.091,14.75,0.37,-636.8,2001,-1403.8,0.43,0.37,0.41
3407,CAG,31/05/2009,2008,3,3458.4,2153.8,0.19,2893.6,447.208,15.08,0.44,-376.3,1907.2,-1593.4,0.41,0.41,0.41
3408,CAG,31/08/2009,2008,4,3336.6,1574.7,0.19,3224.3,441.657,18.59,0.39,124,1791.2,-1827,0.41,0.34,0.38
3409,CAG,30/11/2009,2009,1,3562.7,1651,0.19,2886.3,442.865,20.53,0.37,262.6,-114.1,-102.8,0.38,0.47,0.52
3410,CAG,28/02/2010,2009,2,3851.9,2007.5,0.19,3100.1,443.041,22.19,0.54,657.2,-225.6,-188.9,0.52,0.43,0.44
3411,CAG,31/05/2010,2009,3,3995.3,1996.7,0.2,3030.5,444.557,24.46,0.51,1106.5,-316.5,-249.9,0.44,0.4,0.39
3412,CAG,31/08/2010,2009,4,3960.1,2036.2,0.2,3062.5,442.27,24.18,0.2,1472.7,-355.3,-404.5,0.39,0.39,0.34
3413,CAG,30/11/2010,2010,1,3985.7,2078.4,0.2,2804.3,439.513,21.59,0.33,108.8,-6.4,-216.4,0.34,0.45,0.45
3414,CAG,28/02/2011,2010,2,4193.8,2280,0.2,3147.5,435.505,21.48,0.45,319.1,-86.9,-644.4,0.45,0.47,0.5
3415,CAG,31/05/2011,2010,3,4035.5,2303.4,0.23,3141.3,414.637,23.16,0.49,939.9,181.1,-1198.9,0.5,0.48,0.47
3416,CAG,31/08/2011,2010,4,3899.3,2125.6,0.23,3210,410.494,25.43,0.61,1352.3,88.9,-1432.1,0.47,0.31,0.29
3417,CAG,30/11/2011,2011,1,4093.6,2334.2,0.23,3105.3,414.321,24.42,0.22,315.1,-149.3,-41.1,0.29,0.43,0.47
3418,CAG,29/02/2012,2011,2,4007.8,2343.1,0.23,3431.7,411.911,25.26,0.43,489.9,-212.3,-533,0.47,0.49,0.51
3419,CAG,31/05/2012,2011,3,3825.4,2175.4,0.24,3396,416.501,26.25,0.67,779.4,-600.7,-541.3,0.51,0.5,0.51
3420,CAG,31/08/2012,2011,4,3218.8,2225.2,0.24,3434.9,407.612,25.15,-0.21,1052,-1064.3,-849.6,0.51,0.36,0.44
3421,CAG,30/11/2012,2012,1,3475.9,2594.3,0.48,3302.3,405.831,25.11,0.61,323.9,-365.3,53.2,0.44,0.55,0.57
3422,CAG,28/02/2013,2012,2,4065,2388.3,0,3727.2,403.648,29.86,0.51,478.6,-446.6,339.3,0.57,0.56,0.55
3423,CAG,31/05/2013,2012,3,5146,3422.5,0.25,3833.8,416.616,34.11,0.29,781.7,-5301,5137.5,0.55,0.59,0.6
3424,CAG,31/08/2013,2012,4,4379.8,3401.3,0.5,4563.3,419.465,33.69,0.45,1412.2,-5465.8,4133,0.6,0.45,0.37
3425,CAG,30/11/2013,2013,1,4457.4,3463.3,0.25,3715.8,421.88,33.82,0.34,166.1,-177.6,22.6,0.37,0.56,0.62
3426,CAG,28/02/2014,2013,2,4755.6,3729.5,0,4221.1,420.407,32.99,0.58,555.7,-305,-241.3,0.62,0.6,0.62
3427,CAG,31/05/2014,2013,3,4520.6,3240.5,0.25,3947.3,421.153,28.4,0.55,942.3,-443.8,-438.6,0.62,0.58,0.55
3428,CAG,31/08/2014,2013,4,4230.8,2642.4,0.5,3959.4,421.915,32.3,-0.77,1551.2,-514.1,-1034.1,0.55,0.35,0.39
3429,CAG,30/11/2014,2014,1,3691.4,2900.1,0.25,2765.5,424.827,32.2,1.12,233.6,331.6,-613.7,0.39,0.6,0.61
3430,CAG,28/02/2015,2014,2,4116.1,3405.3,0,3138.7,425.917,36.52,0.02,417.7,232.6,-710,0.61,0.52,0.59
3431,CAG,31/05/2015,2014,3,3923.3,3716.9,0.25,2907.3,427.052,34.98,-2.23,740.5,132.2,-910.8,0.59,0.59,0.59
3432,CAG,31/08/2015,2014,4,3667.7,3310.2,0.25,3125.5,428.205,38.61,0.48,1480.6,-41.6,-1430.2,0.59,0.4,0.45
3433,CAG,30/11/2015,2015,1,3702,3846.9,0.25,2053,432.911,41.68,-2.65,66.8,-125.5,14.1,0.45,0.6,0.71
3434,CAG,29/02/2016,2015,2,3912.5,3953.6,0.25,2358.8,434.13,40.93,0.35,318,-237,-132.7,0.71,0.59,0.68
3435,CAG,31/05/2016,2015,3,3527.5,2615.6,0.25,2199.3,436.415,42.06,0.46,695.1,2256.4,-2629.5,0.68,0.52,0.52
3436,CAG,31/08/2016,2015,4,3576.7,2532.4,0.25,2053,438.065,45.7,0.27,1207.4,2127.4,-2681.4,0.52,0.48,0.61
3437,CAG,30/11/2016,2016,1,3407.1,2364.8,0.5,1895.6,437.77,46.61,0.42,325.9,371.9,-737.7,0.61,0.45,0.49
3438,CAG,28/02/2017,2016,2,3345,1745.4,0.25,2088.4,435.212,36.69,0.28,542.2,150.2,-80.9,0.49,0.44,0.48
3439,CAG,31/05/2017,2016,3,2539.1,1564.9,0,1981.2,425.501,41.21,0.41,846.5,111.2,-1107,0.48,0.37,0.37
3440,CAG,31/08/2017,2016,4,2013.2,1720.5,0.4,1861.7,416.52,38.54,0.36,1175.5,-189.3,-1569.1,0.37,0.4,0.46
3454,ED,30/09/2001,2001,2,2060.173,2468.543,0.55,1987.857,212.182,39.8,0.48,392.503,-414.805,-30.893,0.48,1.43,1.3
3455,ED,31/12/2001,2001,3,2512.095,2260.551,0.55,2627.556,212.206,40.72,1.3,859.786,-259.478,-262.993,1.3,0.56,0.59
3456,ED,31/03/2002,2001,4,1430.095,2210.565,0.55,1887.122,212.147,40.36,0.59,1349.971,-724.427,-379.193,0.59,0.88,0.78
3457,ED,30/06/2002,2002,1,1353.468,2212.039,0.555,2056,212.57,41.91,0.68,102.386,-358.765,38.126,0.78,0.49,0.46
3458,ED,30/09/2002,2002,2,1283.156,1985.31,0.555,1849,213.043,41.75,0.46,349.641,-676.603,58.809,0.46,1.32,1.33
3459,ED,31/12/2002,2002,3,1652.356,2152.158,0.555,2540,213.485,40.22,1.33,769.833,-1031.252,22.402,1.33,0.57,0.56
3460,ED,31/03/2003,2002,4,1707.1,2307.003,0.555,2057,213.933,42.82,0.55,1505.321,-1628.113,-104.104,0.56,0.72,0.72
3461,ED,30/06/2003,2003,1,1751,2638,0.56,2570,214.443,38.47,0.72,-54,-333,333,0.72,0.41,0.29
3462,ED,30/09/2003,2003,2,1482,2051,0.56,2176,224.823,43.28,0.29,378,-721,287,0.29,1.25,1.16
3463,ED,31/12/2003,2003,3,1993,2148,0.56,2802,225.326,40.76,1.16,553,-1099,481,1.16,0.61,0.65
3464,ED,31/03/2004,2003,4,1592,1911,0.56,2279,225.84,43.01,0.21,1319,-1527,143,0.65,0.68,0.68
3465,ED,30/06/2004,2004,1,1804,1943,0.565,2679,226.795,44.1,0.68,152,-369,223,0.68,0.26,0.37
3466,ED,30/09/2004,2004,2,2091,1928,0.565,2164,241.326,39.76,0.37,642,-743,539,0.37,1.08,1.09
3467,ED,31/12/2004,2004,3,2080,1828,0.565,2758,241.853,42.04,1.01,797,-1109,333,1.09,0.52,0.49
3468,ED,31/03/2005,2004,4,1715,2224,0.565,2281,242.514,43.75,0.21,1320,-1540,197,0.49,0.71,0.75
3469,ED,30/06/2005,2005,1,2384,2210,0.57,2792,242.99,42.18,0.75,387,-99,163,0.75,0.37,0.48
3470,ED,30/09/2005,2005,2,3456,3199,0.57,2395,243.939,46.84,0.47,33,-404,1163,0.48,1.14,1.17
3471,ED,31/12/2005,2005,3,3451,3548,0.57,3336,244.859,48.55,1.16,610,-665,148,1.17,0.54,0.59
3472,ED,31/03/2006,2005,4,3153,3323,0.57,3118,245.286,46.33,0.56,793,-1277,539,0.59,0.81,0.74
3473,ED,30/06/2006,2006,1,2607,2458,0.575,3317,245.742,43.5,0.74,582,-320,-166,0.74,0.47,0.51
3474,ED,30/09/2006,2006,2,2410,2438,0.575,2555,246.234,44.44,0.5,803,-859,38,0.51,1.09,0.92
3475,ED,31/12/2006,2006,3,3408,3114,0.575,3442,256.583,46.2,0.92,646,-1339,846,0.92,0.61,0.78
3476,ED,31/03/2007,2006,4,2937,2917,0.575,2648,257.456,48.07,0.78,1354,-1918,577,0.78,0.78,1.03
3477,ED,30/06/2007,2007,1,2730,3131,0.58,3357,258.784,51.06,0.99,478,-458,43,1.03,0.49,0.57
3478,ED,30/09/2007,2007,2,2651,3014,0.58,2956,270.873,45.12,0.58,821,-933,204,0.57,1.08,1.15
3479,ED,31/12/2007,2007,3,2979,3335,0.58,3580,271.248,46.3,1.15,927,-1450,621,1.15,0.6,0.71
3480,ED,31/03/2008,2007,4,2605,3895,0.58,3227,272.025,48.85,0.76,1555,-2086,647,0.71,1.01,0.87
3481,ED,30/06/2008,2008,1,2669,3744,0.585,3577,272.502,39.7,1.11,560,-569,-52,0.87,0.51,0.42
3482,ED,30/09/2008,2008,2,4531,3949,0.585,3149,272.995,39.09,2.02,1290,294,-37,0.42,1,0.98
3483,ED,31/12/2008,2008,3,3352,3014,0.585,3858,273.527,42.96,0.66,50,-288,96,0.98,0.69,0.72
3484,ED,31/03/2009,2008,4,3319,3205,0.585,2999,273.722,38.93,0.58,629,-1071,306,0.72,0.91,0.78
3485,ED,30/06/2009,2009,1,3748,2831,0.59,3423,274.254,39.61,0.66,642,-526,461,0.78,0.57,0.48
3486,ED,30/09/2009,2009,2,2997,2735,0.59,2846,274.839,37.42,0.55,1437,-1119,-81,0.48,1.04,1.16
3487,ED,31/12/2009,2009,3,3227,3512,0.59,3489,275.359,40.94,1.22,1460,-1646,187,1.16,0.75,0.67
3488,ED,31/03/2010,2009,4,3243,2952,0.59,3274,281.124,45.43,0.73,2466,-2360,80,0.67,0.85,0.93
3489,ED,30/06/2010,2010,1,3386,3518,0.595,3462,281.771,44.54,0.8,1,-460,286,0.93,0.5,0.51
3490,ED,30/09/2010,2010,2,3158,2675,0.595,3016,282.327,43.1,0.64,795,-1007,130,0.51,1.21,1.32
3491,ED,31/12/2010,2010,3,3890,3147,0.595,3707,283.815,48.22,1.23,971,-1563,530,1.32,0.69,0.69
3492,ED,31/03/2011,2010,4,3507,2366,0.595,3140,291.616,49.57,0.8,2381,-2175,-128,0.69,1,0.98
3493,ED,30/06/2011,2011,1,3590,2676,0.6,3349,292.273,50.72,1.06,362,-496,312,0.98,0.52,0.57
3494,ED,30/09/2011,2011,2,3209,2473,0.6,2993,292.876,53.24,0.56,1589,-1129,-306,0.57,1.33,1.33
3495,ED,31/12/2011,2011,3,3458,2959,0.6,3630,292.884,57.02,1.3,2161,-1611,-490,1.33,0.7,0.74
3496,ED,31/03/2012,2011,4,3638,2987,0.6,2966,292.889,62.03,0.65,3137,-2150,-677,0.74,1.03,1.01
3497,ED,30/06/2012,2012,1,3904,3840,0.605,3078,292.881,58.42,0.94,402,-490,209,1.01,0.58,0.61
3498,ED,30/09/2012,2012,2,4102,4380,0.605,2771,292.883,62.19,0.73,1247,-1105,591,0.61,1.37,1.44
3499,ED,31/12/2012,2012,3,3240,3724,0.605,3438,292.872,59.89,1.49,1638,-1867,-350,1.44,0.73,0.69
3500,ED,31/03/2013,2012,4,3451,3945,0.605,2901,292.872,55.54,0.7,2599,-2523,-330,0.69,1.03,1.08
3501,ED,30/06/2013,2013,1,3934,4243,0.615,3184,292.967,61.03,0.65,-84,-663,485,1.08,0.57,0.55
3502,ED,30/09/2013,2013,2,4103,4504,0.615,2819,292.963,58.31,0.59,973,-1212,592,0.55,1.42,1.48
3503,ED,31/12/2013,2013,3,3704,4373,0.615,3484,292.928,55.14,1.58,1238,-1895,337,1.48,0.65,0.69
3504,ED,31/03/2014,2013,4,3891,4730,0.615,2867,292.872,55.28,0.79,2552,-2659,387,0.69,1.04,1.17
3505,ED,30/06/2014,2014,1,3484,3576,0.63,3789,292.924,53.65,1.23,224,-634,-162,1.17,0.52,0.65
3506,ED,30/09/2014,2014,2,3457,3839,0.63,2911,292.878,57.74,0.72,1257,-1233,76,0.65,1.41,1.48
3507,ED,31/12/2014,2014,3,3519,3873,0.63,3391,292.872,56.66,1.48,1751,-1996,-224,1.48,0.54,0.58
3508,ED,31/03/2015,2014,4,3854,3781,0.63,2828,292.876,66.01,0.28,2831,-2759,-47,0.58,1.16,1.25
3509,ED,30/06/2015,2015,1,3398,3407,0.65,3616,292.901,61,1.26,559,-667,-474,1.25,0.62,0.77
3510,ED,30/09/2015,2015,2,3679,3935,0.65,2788,292.873,57.88,0.74,1486,-1725,249,0.77,1.47,1.44
3511,ED,31/12/2015,2015,3,3505,4429,0.65,3443,293.084,66.85,1.46,2199,-2687,-118,1.44,0.53,0.61
3512,ED,31/03/2016,2015,4,3836,4720,0.65,2707,293,64.27,0.6,3277,-3657,629,0.61,1.25,1.18
3513,ED,30/06/2016,2016,1,3185,4436,0.67,3156,294,76.62,1.05,524,-1118,-287,1.18,0.72,0.59
3514,ED,30/09/2016,2016,2,3499,3903,0.67,2794,304,80.44,0.77,1631,-2986,1273,0.59,1.51,1.51
3515,ED,31/12/2016,2016,3,3154,3591,0.67,3418,305,75.3,1.62,2336,-3717,583,1.51,0.67,0.68
3516,ED,31/03/2017,2016,4,3406,3843,0.67,2707,305,73.68,0.67,3459,-4976,1345,0.68,1.16,1.27
3532,CMS,30/09/2001,2001,2,4973,5368,0.365,587,132.418,27.85,0.4,328,-659,325,0.4,0.16,0.35
3533,CMS,31/12/2001,2001,3,2552,2901,0.365,1333,132.98,20,-4.29,246,-994,779,0.35,-0.22,-0.13
3534,CMS,31/03/2002,2001,4,3033,3810,0.365,3335,132.989,24.03,-0.31,417,-1126,716,-0.13,0.63,0.57
3535,CMS,30/06/2002,2002,1,2488,3159,0.365,2259,134.795,22.63,0.32,252,629,-910,0.57,0.33,0.44
3536,CMS,30/09/2002,2002,2,2407,3054,0.365,2050,143.873,10.98,-0.55,501,752,-1178,0.44,0.32,0.42
3537,CMS,31/12/2002,2002,3,2290,2547,0.18,2534,144.087,8.06,0.26,333,884,-994,0.42,0.11,0.11
3538,CMS,31/03/2003,2002,4,2748,2898,0.18,1830,144.088,9.44,-4.54,403,1084,-1237,0.11,0.23,0.5
3539,CMS,30/06/2003,2003,1,2591,2769,0,1968,144.1,4.41,0.52,400,-53,-50,0.5,0.06,0.01
3540,CMS,30/09/2003,2003,2,3035,1713,0,1126,144.1,8.1,-0.45,133,461,-42,0.01,0.11,0.01
3541,CMS,31/12/2003,2003,3,2675,1197,0,1047,161.1,7.37,-0.46,-14,501,-184,0.01,0.23,0.22
3542,CMS,31/03/2004,2003,4,2494,1650,0,1372,161.1,8.52,0.05,-251,203,230,0.22,0.42,0.44
3543,CMS,30/06/2004,2004,1,2719,1964,0,1754,161.1,8.95,-0.06,235,-115,-266,0.44,0.06,0.1
3544,CMS,30/09/2004,2004,2,2852,2161,0,1093,161.3,9.13,0.11,481,-214,-276,0.1,0.15,0.11
3545,CMS,31/12/2004,2004,3,2804,1707,0,1063,161.9,9.52,0.34,194,-132,-208,0.11,0.18,0.2
3546,CMS,31/03/2005,2004,4,2999,1755,0,1562,195,10.45,0.24,398,-392,-43,0.2,0.52,0.73
3547,CMS,30/06/2005,2005,1,3181,1666,0,1845,195.6,13.04,0.74,262,-8,17,0.73,0.08,0.12
3548,CMS,30/09/2005,2005,2,3293,1621,0,1230,219.2,15.06,0.12,506,-136,-27,0.12,0.16,0.2
3549,CMS,31/12/2005,2005,3,3940,2168,0,1307,219.2,16.45,-1.21,604,-399,-82,0.2,0.16,0.19
3550,CMS,31/03/2006,2005,4,3899,2113,0,1906,220.5,14.51,-0.03,646,-541,74,0.19,0.4,0.22
3551,CMS,30/06/2006,2006,1,3314,1626,0,1897,221,12.95,-0.12,173,-42,-221,0.22,0.14,0.33
3552,CMS,30/09/2006,2006,2,3393,1678,0,1219,221.5,12.94,0.31,489,-250,-236,0.33,0.25,0.31
3553,CMS,31/12/2006,2006,3,3046,1585,0,1288,222.3,14.44,-0.47,436,-436,-389,0.31,0.15,0.27
3554,CMS,31/03/2007,2006,4,3143,2156,0,1722,222.8,16.7,-0.15,688,-751,-434,0.27,0.32,0.43
3555,CMS,30/06/2007,2007,1,3215,2184,0.05,2189,224.2,17.8,-0.97,315,6,-57,0.43,0.08,0.07
3556,CMS,30/09/2007,2007,2,4171,2473,0.05,1319,224.6,17.2,0.15,401,1479,-342,0.07,0.14,0.13
3557,CMS,31/12/2007,2007,3,3696,2449,0.05,1282,225.1,16.82,0.34,-116,1394,-386,0.13,0.19,0.26
3558,CMS,31/03/2008,2007,4,2884,2477,0.05,1674,225.1,17.38,-0.57,27,658,-690,0.26,0.48,0.44
3559,CMS,30/06/2008,2008,1,2887,2234,0.09,2184,225.3,13.54,0.43,474,-152,171,0.44,0.14,0.19
3560,CMS,30/09/2008,2008,2,2647,1882,0.09,1365,225.5,14.9,0.18,651,-344,-128,0.19,0.26,0.33
3561,CMS,31/12/2008,2008,3,2830,1875,0.09,1428,226.1,12.47,0.33,183,-538,169,0.33,0.24,0.3
3562,CMS,31/03/2009,2008,4,2827,1863,0.09,1830,226.4,10.11,0.27,559,-839,145,0.3,0.34,0.3
3563,CMS,30/06/2009,2009,1,2984,1436,0.125,2104,226.8,11.84,0.3,606,-192,199,0.3,0.29,0.26
3564,CMS,30/09/2009,2009,2,3156,1823,0.125,1225,227,12.08,0.32,803,-436,445,0.26,0.36,0.32
3565,CMS,31/12/2009,2009,3,2662,1830,0.125,1263,227.6,13.4,0.28,638,-679,11,0.32,0.36,0.38
3566,CMS,31/03/2010,2009,4,2742,1954,0.125,1613,227.9,15.66,0.02,848,-935,-35,0.38,0.36,0.38
3567,CMS,30/06/2010,2010,1,2795,1693,0.15,1967,228,15.46,0.34,657,-212,221,0.38,0.27,0.26
3568,CMS,30/09/2010,2010,2,2621,1736,0.15,1340,228.3,14.65,0.32,1048,-490,-111,0.26,0.4,0.52
3569,CMS,31/12/2010,2010,3,3086,2297,0.15,1443,229.6,18.02,0.53,998,-726,335,0.52,0.2,0.21
3570,CMS,31/03/2011,2010,4,2759,2021,0.21,1682,249.628,18.6,0.09,959,-1003,202,0.21,0.38,0.51
3571,CMS,30/06/2011,2011,1,2741,2290,0.21,2055,250.8,19.64,0.52,841,-228,-61,0.51,0.28,0.26
3572,CMS,30/09/2011,2011,2,2956,2241,0.21,1364,251.8,19.69,0.38,1216,-471,0,0.26,0.5,0.53
3573,CMS,31/12/2011,2011,3,2860,2214,0.21,1464,252,19.79,0.53,1195,-752,-69,0.53,0.15,0.16
3574,CMS,31/03/2012,2011,4,2565,2338,0.21,1620,254.1,22.08,0.15,1169,-1058,-199,0.16,0.43,0.38
3575,CMS,30/06/2012,2012,1,2268,1819,0.24,1802,257.4,22,0.25,635,-313,-125,0.38,0.36,0.4
3576,CMS,30/09/2012,2012,2,2206,1807,0.24,1333,263.7,23.5,0.37,943,-610,-307,0.4,0.56,0.54
3577,CMS,31/12/2012,2012,3,2360,1485,0.24,1507,263.9,23.55,0.55,934,-938,-29,0.54,0.24,0.25
3578,CMS,31/03/2013,2012,4,2422,1797,0.24,1670,264.072,24.38,0.25,1241,-1350,41,0.25,0.46,0.53
